"id","retired_name","name","practice","motion_profile","primary","secondary","side_sequence","mode","presentation","hold_frame_percent","media_source_id","file","url","source_page","start_seconds","duration_seconds","frames_per_second","crop","ping_pong","mirror_for_alternation","review"
"428","Vertical Smooth Pursuit","Pogo Jumps with Arm Swing","Plyometric conditioning","PogoJumpArmSwing","CalfDeepPosteriorLegAndPlantarFoot","Soleus|AnteriorLateralLowerLegAndDorsalFoot|AbdominalWall|ScapularGirdle|BreathingMuscles","Continuous","Repetition","Motion","0","","pogo-jumps-arm-swing-strathclyde.mp4","https://www.youtube.com/watch?v=N9bFLlrglFA","https://www.youtube.com/watch?v=N9bFLlrglFA","2.933","3.5","10","crop=ih:ih:iw*0.0625:0","false","false","A clear side view shows repeated stiff-ankle pogo jumps with a full coordinated arm swing and every takeoff and landing visible."
"429","Cross-Pattern Smooth Pursuit","High-Knee Run in Place","Cardio conditioning","HighKneeRun","HipFlexors","PosteriorThighAndKneeFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|AbdominalWall|BreathingMuscles","Continuous","Repetition","Motion","0","","high-knee-run-experience-life.mp4","https://www.youtube.com/watch?v=VGb_fJ81yWc","https://www.youtube.com/watch?v=VGb_fJ81yWc","1.668","3.921","10","crop=ih:ih:(iw-ih)/2:0","false","false","A centered shod human runs in place with repeated high knee drives and coordinated arm swings; the whole body remains visible."
"430","Bidirectional Circular Smooth Pursuit","Butt-Kick Run in Place","Cardio conditioning","ButtKickRun","PosteriorThighAndKneeFlexors","GlutealExtensors|HipFlexors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|AbdominalWall|BreathingMuscles","Continuous","Repetition","Motion","0","","butt-kick-run-get-healthy-u.mp4","https://www.youtube.com/watch?v=oMW59TKZvaI","https://www.youtube.com/watch?v=oMW59TKZvaI","33.951","4.546","10","crop=ih:ih:(iw-ih)/2:0","false","false","A shod full-body human runs in place while repeatedly bringing each heel toward the buttocks with natural arm drive."
"431","Figure-Eight Smooth Pursuit","Bodyweight Jump Squats","Plyometric conditioning","JumpSquat","MedialAndDeepKneeExtensors","LateralKneeExtensors|GlutealExtensors|PosteriorThighAndKneeFlexors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AbdominalWall|SpinalExtensors|DeepAndIntersegmentalBack|BreathingMuscles","Continuous","Repetition","Motion","0","","bodyweight-jump-squat-onnit.mp4","https://www.youtube.com/watch?v=JwCaCql7VpQ","https://www.youtube.com/watch?v=JwCaCql7VpQ","3.462","8.759","10","crop=iw*0.75:ih:iw*0.125:0","false","false","A full-body human repeatedly completes a bodyweight squat, arm swing, takeoff, flight, and controlled landing without equipment. Repeated countermovement takeoffs and impact landings also provide the documented involuntary reflexive pelvic-floor training stimulus."
"432","Near-Far Focus Shift","180-Degree Squat Jumps","Plyometric conditioning","RotationalJumpSquat","DeepHipRotators","MedialAndDeepKneeExtensors|LateralKneeExtensors|GlutealExtensors|HipAbductors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AbdominalWall|SpinalExtensors|DeepAndIntersegmentalBack|BreathingMuscles","Continuous","Repetition","Motion","0","","180-degree-squat-jumps-made-possible.mp4","https://www.youtube.com/watch?v=ALu62-8XTJI","https://www.youtube.com/watch?v=ALu62-8XTJI","7.257","6.382","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full-body human repeatedly jumps from a squat through an unmistakable 180-degree turn, lands, and alternates front and back orientations. Its repeated countermovement takeoffs and impact landings provide the documented involuntary reflexive pelvic-floor training stimulus."
"433","Thumb Convergence Tracking","Alternating Jumping Lunges","Plyometric conditioning","JumpingLunge","GlutealExtensors","MedialAndDeepKneeExtensors|LateralKneeExtensors|PosteriorThighAndKneeFlexors|HipFlexors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AbdominalWall|DeepAndIntersegmentalBack|BreathingMuscles","Continuous","Repetition","Motion","0","","alternating-jumping-lunges-onnit.mp4","https://www.youtube.com/watch?v=WfPJ8jaw4Fc","https://www.youtube.com/watch?v=WfPJ8jaw4Fc","1.668","4.838","10","crop=ih:ih:(iw-ih)/2:0","false","false","A clean side view shows repeated airborne stance switches and controlled lunge landings, with both sides alternating inside the same cycle."
"434","Horizontal Saccades","Lateral Line Hops","Plyometric conditioning","LateralLineHop","CalfDeepPosteriorLegAndPlantarFoot","Soleus|AnteriorLateralLowerLegAndDorsalFoot|HipAbductors|DeepHipRotators|AbdominalWall|BreathingMuscles","Continuous","Repetition","Motion","0","","lateral-line-hops-crossfit310.mp4","https://www.youtube.com/watch?v=RyGSaj4i7Xo","https://www.youtube.com/watch?v=RyGSaj4i7Xo","4.104","5.439","10","crop=ih:ih:(iw-ih)/2:0","false","false","A centered shod human performs quick continuous two-foot hops from side to side across an ordinary floor marking; no equipment is used."
"435","Vertical Saccades","Running High-Knee Punches","Boxing cardio conditioning","RunningHighKneePunch","HipFlexors","Chest|ElbowExtensors|ShoulderAbductors|ScapularGirdle|ForearmFlexorsAndPronators|IntrinsicHand|RotatorCuff|AbdominalWall|PosteriorThighAndKneeFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","running-high-knee-punches-fitness-republic.mp4","https://www.youtube.com/watch?v=WTEc4nmbZG0","https://www.youtube.com/watch?v=WTEc4nmbZG0","5.639","4.7","10","crop=ih:ih:iw*0.0625:0","false","false","A shod full-body human runs in place at normal speed while alternating complete straight punches; the phase-matched cut keeps every hand, foot, knee drive, and landing visible. Repeated closed fists, palm-down punch rotation, and shoulder deceleration directly support the reviewed hand, pronator, and cuff associations used by the catalog's other straight-punch drills."
"436","Four-Corner Saccades","Punch Jacks","Boxing cardio conditioning","PunchJack","HipAbductors","MajorHipAdductors|AccessoryHipAdductors|Chest|ElbowExtensors|ShoulderAbductors|ScapularGirdle|ForearmFlexorsAndPronators|IntrinsicHand|RotatorCuff|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","punch-jacks-zoetic.mp4","https://www.youtube.com/watch?v=GmN6D8VCeuQ","https://www.youtube.com/watch?v=GmN6D8VCeuQ","2.736","11.2","10","crop=ih:ih:(iw-ih)/2:0","false","false","A shod full-body human repeatedly jumps the feet apart while throwing alternating straight punches, then returns to guard with the feet together; the complete established pattern loops naturally. Repeated closed fists, palm-down punch rotation, and shoulder deceleration directly support the reviewed hand, pronator, and cuff associations used by the catalog's other straight-punch drills."
"437","Bidirectional Clock-Face Saccades","Alternating High-Knee Under-Thigh Claps","Cardio coordination","HighKneeClap","HipFlexors","Chest|ShoulderAdductorsAndExtensors|ShoulderAbductors|ScapularGirdle|AbdominalWall|PosteriorThighAndKneeFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","high-knee-claps-garage-fitness-girl.mp4","https://www.youtube.com/watch?v=h5WOcepPgq4","https://www.youtube.com/watch?v=h5WOcepPgq4","0.56","18.4","10","crop=ih:ih:iw*0.34375:0","false","false","A shod full-body human alternates high knee drives with audible claps beneath each raised thigh; both sides, hands, feet, and every reset remain visible in one uninterrupted take."
"438","Bidirectional Square-Path Saccades","Fast Feet with Alternating Straight Punches","Boxing conditioning","FastFeetStraightPunch","ElbowExtensors","Chest|ShoulderAbductors|ScapularGirdle|ForearmFlexorsAndPronators|IntrinsicHand|RotatorCuff|HipFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","fast-feet-cross-punches.mp4","https://www.youtube.com/watch?v=qJUcCsxj2ZU","https://www.youtube.com/watch?v=qJUcCsxj2ZU","6.9","2.4","10","crop=ih:ih:(iw-ih)/2:0","false","false","A tight front-view cut shows uninterrupted fast feet with clearly alternating straight punches. The complete shod human remains centered and unobscured, and the phase boundary flows from one punch retracting to the opposite punch beginning without an idle lead-in or camera turn. Repeated closed fists, palm-down punch rotation, and shoulder deceleration directly support the same reviewed hand, pronator, shoulder, and cuff associations as the catalog's other straight-punch drills."
"439","Bidirectional Triangle-Path Saccades","Pogo Bounces with Fixed-Gaze Head Turns","Vestibular and neck conditioning","PogoHeadTurn","AnteriorLateralNeckAndHyoidMuscles","PosteriorNeckAndSuboccipitalMuscles|CranialMuscles|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","pogo-bounces-head-turns.mp4","https://www.youtube.com/watch?v=HwwWY89VnYw","https://www.youtube.com/watch?v=HwwWY89VnYw","2.16","3.2","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full-body human maintains continuous compact pogo bounces while fixing the gaze and repeatedly turning the head left and right in the source's VOR drill; the exact phase-matched cut contains no setup, transition, equipment, or travel."
"440","Cross-Pattern Saccades","Hook Punches to Tuck Jumps","Boxing and plyometric conditioning","HookPunchTuckJump","HipFlexors","Chest|ScapularGirdle|AbdominalWall|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","hook-punches-high-knee-tuck-jumps.mp4","https://www.youtube.com/watch?v=Ax1_Zy-AzUE","https://www.youtube.com/watch?v=Ax1_Zy-AzUE","5.405","12.079","10","crop=ih:ih:(iw-ih)/2:0","false","false","A phase-matched full-body cut repeatedly alternates visible hook-punch bursts with two-foot tuck jumps; the complete established interval stays in place and unobscured. The repeated high-impact takeoffs and landings provide the documented involuntary reflexive pelvic-floor training stimulus."
"441","Peripheral-Awareness Scan","Hook Punches to Rope-Free Jumps","Boxing and cardio conditioning","HookPunchRopelessJump","CalfDeepPosteriorLegAndPlantarFoot","Chest|ScapularGirdle|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","hook-punches-rope-free-jumps.mp4","https://www.youtube.com/watch?v=wr25db69otI","https://www.youtube.com/watch?v=wr25db69otI","3.203","7.074","10","crop=ih:ih:(iw-ih)/2:0","false","false","A phase-matched full-body cut alternates complete hook-punch bursts with visible rope-free jumps; the uninterrupted interval needs no rope, handles, or travel."
"442","Near-Point Convergence","Pogo Bounces with Fixed-Gaze Head Nods","Vestibular and neck conditioning","PogoHeadNod","PosteriorNeckAndSuboccipitalMuscles","AnteriorLateralNeckAndHyoidMuscles|CranialMuscles|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","pogo-bounces-head-nods.mp4","https://www.youtube.com/watch?v=HwwWY89VnYw","https://www.youtube.com/watch?v=HwwWY89VnYw","8.46","4.9","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full-body human maintains continuous compact pogo bounces while fixing the gaze and repeatedly nodding the head up and down in the source's VOR drill; the exact phase-matched cut excludes every setup and transition frame."
"443","Horizontal Gaze Stabilization","Squat Jump with Double Punch","Boxing and plyometric conditioning","SquatJumpDoublePunch","MedialAndDeepKneeExtensors","LateralKneeExtensors|GlutealExtensors|PosteriorThighAndKneeFlexors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|ElbowExtensors|Chest|ShoulderAbductors|ScapularGirdle|ForearmFlexorsAndPronators|IntrinsicHand|RotatorCuff|AbdominalWall|SpinalExtensors|DeepAndIntersegmentalBack|BreathingMuscles","Continuous","Repetition","Motion","0","","squat-jump-punches.mp4","https://www.youtube.com/watch?v=ZbU0h79jrgU","https://www.youtube.com/watch?v=ZbU0h79jrgU","6.673","8.233","10","crop=ih:ih:(iw-ih)/2:0","false","false","A title-free phase-matched cut shows a shod full-body human repeatedly completing the squat, jump, landing, and simultaneous double punch at normal speed. The visible closed fists, palm-down punch rotation, shoulder elevation, and deceleration directly support the same reviewed hand, pronator, shoulder, and cuff associations as the catalog's other straight-punch drills. Repeated countermovement takeoffs and impact landings supply the documented reflexive pelvic-floor training stimulus."
"444","Vertical Gaze Stabilization","Pogo Bounces with Fixed-Gaze Head Tilts","Vestibular and neck conditioning","PogoHeadTilt","AnteriorLateralNeckAndHyoidMuscles","PosteriorNeckAndSuboccipitalMuscles|CranialMuscles|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","pogo-bounces-head-tilts.mp4","https://www.youtube.com/watch?v=HwwWY89VnYw","https://www.youtube.com/watch?v=HwwWY89VnYw","16.725","2.48","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full-body human maintains continuous compact pogo bounces while fixing the gaze through one complete left-right head-tilt cycle in the source's VOR drill; the phase-matched cut remains compact, unobscured, and equipment-free."
"445","Four-Direction Gaze Stabilization","Imaginary Jump Rope with Changing Feet","Rope-free cardio conditioning","ImaginaryJumpRopeChangingFeet","CalfDeepPosteriorLegAndPlantarFoot","Soleus|ForearmExtensorsAndSupinators|ForearmFlexorsAndPronators|BreathingMuscles","Continuous","Repetition","Motion","0","","imaginary-jump-rope-changing-feet.mp4","https://www.youtube.com/watch?v=Wi1nClKdbT4","https://www.youtube.com/watch?v=Wi1nClKdbT4","11.1","3.8","10","crop=620:620:330:50","false","false","A full shod human repeatedly changes a low staggered foot position while hopping and visibly circling both wrists as an imaginary rope. The title-free phase is distinct from high-knee skipping, stays within one footprint, and keeps every hand and foot visible."
"446","Horizontal VOR Cancellation","Overhead Arm Claps","Upper-body warm-up","OverheadArmClap","ShoulderAbductors","ScapularGirdle","Continuous","Repetition","Motion","0","","overhead-arm-claps.mp4","https://www.youtube.com/watch?v=ZU-tvgOToEk","https://www.youtube.com/watch?v=ZU-tvgOToEk","7.2","7.2","10","crop=460:360:120:0","false","false","A planted shod full-body human completes repeated shoulder-height-to-overhead palm-clap cycles at normal speed; the wide crop retains both fingertips and both shoes through a matched shoulder-height loop boundary."
"447","Vertical VOR Cancellation","Standing Seal Claps","Bodyweight upper-body warm-up","SealClap","Chest","ScapularGirdle|ShoulderAbductors","Continuous","Repetition","Motion","0","","standing-seal-claps.mp4","https://www.youtube.com/watch?v=pi5FvInMNrw","https://www.youtube.com/watch?v=pi5FvInMNrw","2","5.75","10","crop=ih:ih:(iw-ih)/2:0","false","false","An unobscured full-body cut shows several planted front-clap to full-horizontal-open to front-clap cycles; both fingertips and both feet remain visible until the matched closing pose."
"448","Horizontal VOR x1","Tuck Jump with Stick Landing","Plyometric landing mechanics","TuckJumpStickLanding","MedialAndDeepKneeExtensors","LateralKneeExtensors|GlutealExtensors|PosteriorThighAndKneeFlexors|HipFlexors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AbdominalWall","Continuous","Repetition","Motion","0","","tuck-jump-stick-landing.mp4","https://www.youtube.com/watch?v=LtGjGJCaNqE","https://www.youtube.com/watch?v=LtGjGJCaNqE","3.4","4","10","crop=ih:ih:(iw-ih)/2:0","false","false","A centered shod full-body human completes a compact tuck jump, lands in a controlled squat, visibly sticks the landing, resets, and repeats; the phase-matched cut retains every takeoff, knee tuck, foot, and hold. The high-impact takeoff and controlled landing provide a documented involuntary reflexive pelvic-floor training stimulus."
"449","Vertical VOR x1","Qigong Waist-Twist Body Taps","Qigong","WaistTwistBodyTap","DeepAndIntersegmentalBack","AbdominalWall","Continuous","Repetition","Motion","0","","qigong-waist-twist-body-taps.mp4","https://www.youtube.com/watch?v=y4IlxCK2bDQ","https://www.youtube.com/watch?v=y4IlxCK2bDQ","23.52","6.125","8","crop=ih:ih:(iw-ih)/2:0","false","false","A phase-matched full-body cut keeps both feet rooted while continuously waist-twisting and letting the hands visibly tap the front and back of the torso in the established qigong pattern."
"450","Four-Direction VOR x1","Vertical Jump with Controlled Landing","Plyometric landing mechanics","VerticalJumpControlledLanding","MedialAndDeepKneeExtensors","LateralKneeExtensors|GlutealExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus","Continuous","Repetition","Motion","0","","vertical-jump-controlled-landing.mp4","https://www.youtube.com/watch?v=FDEjKyiY9h8","https://www.youtube.com/watch?v=FDEjKyiY9h8","5.2","4.4","10","crop=ih:ih:(iw-ih)/2:0","false","false","One exact phase-matched full-body neutral-to-neutral cycle shows a countermovement, vertical jump, controlled squat landing, and deliberate reset without travel or equipment. This close countermovement-jump analogue provides a documented involuntary reflexive pelvic-floor training stimulus."
"451","Horizontal VOR x2","Power Jacks","Plyometric conditioning","PowerJack","MedialAndDeepKneeExtensors","LateralKneeExtensors|GlutealExtensors|MajorHipAdductors|AccessoryHipAdductors|HipAbductors|ShoulderAbductors|ScapularGirdle|CalfDeepPosteriorLegAndPlantarFoot|Soleus|BreathingMuscles","Continuous","Repetition","Motion","0","","power-jacks.mp4","https://www.youtube.com/watch?v=alaZwJE20Ds","https://www.youtube.com/watch?v=alaZwJE20Ds","34.03","3.7","10","crop=ih:ih:(iw-ih)/2:0","false","false","A shod full-body human repeatedly jumps from a narrow upright stance into a deep wide squat while sweeping both arms overhead; the clean phase-matched cut contains two complete established power-jack cycles. Its repeated countermovement takeoffs and impact landings provide the documented involuntary reflexive pelvic-floor training stimulus."
"452","Vertical VOR x2","Squat Jump with Quarter Turn","Plyometric conditioning","QuarterTurnSquatJump","DeepHipRotators","MedialAndDeepKneeExtensors|LateralKneeExtensors|GlutealExtensors|HipAbductors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|AbdominalWall|BreathingMuscles","Continuous","Repetition","Motion","0","","squat-jump-quarter-turn.mp4","https://www.youtube.com/watch?v=QwHxAwzWwSE","https://www.youtube.com/watch?v=QwHxAwzWwSE","7.9","2.5","10","crop=ih:ih:(iw-ih)/2:0","false","false","A shod full-body human completes a compact front-to-quarter-turn squat jump and returns to face front; the natural two-jump cycle repeats without setup, support, or travel."
"453","Head-and-Eyes Same-Direction Turn","Ski Twists","Plyometric conditioning","SkiTwist","AbdominalWall","DeepHipRotators|HipAbductors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","ski-twists.mp4","https://www.youtube.com/watch?v=ELi2NNCDfpc","https://www.youtube.com/watch?v=ELi2NNCDfpc","13.6","1.5","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full shod human performs the established ski-twist pattern at normal speed: compact two-foot hops rotate the feet and pelvis side to side while the torso counter-rotates, with no equipment or travel."
"454","Head-and-Eyes Opposite-Direction Turn","Alternating Lateral Bounds with Stick Landings","Plyometric landing mechanics","AlternatingLateralBoundStickLanding","HipAbductors","GlutealExtensors|PosteriorThighAndKneeFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus","Continuous","Repetition","Motion","0","","alternating-lateral-bounds-stick-landings.mp4","https://www.youtube.com/watch?v=10GaQRD5ap0","https://www.youtube.com/watch?v=10GaQRD5ap0","1.4","7.4","10","crop=ih:ih:(iw-ih)/2:0","false","false","A lone shod full-body human bounds laterally in both directions, settles into a visible one-leg stick landing after each bound, and repeats inside a compact phase-matched loop without support or used equipment. Its firm single-leg impact landings provide the same involuntary reflexive pelvic-floor training stimulus documented for high-impact jump landings."
"455","Eyes-Lead Head Turn","High-Impact Standing Mountain Climbers","Bodyweight cardio conditioning","StandingMountainClimberHighImpact","HipFlexors","ShoulderAdductorsAndExtensors|ElbowFlexors|ScapularGirdle|MedialAndDeepKneeExtensors|LateralKneeExtensors|GlutealExtensors|PosteriorThighAndKneeFlexors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","high-impact-standing-mountain-climbers.mp4","https://www.youtube.com/watch?v=128Ff42qW2I","https://www.youtube.com/watch?v=128Ff42qW2I","15.9","2.2","10","crop=ih:ih:(iw-ih)/2:0","false","false","A shod full-body human runs in place with alternating high knees and opposite overhead-to-down arm pulls; several complete bilateral reps remain visible in the phase-matched stationary loop."
"456","Head-Lead Eyes Turn","Alternating High-Knee Pulldown Run","Bodyweight cardio conditioning","AlternatingHighKneePulldownRun","ShoulderAdductorsAndExtensors","ElbowFlexors|ScapularGirdle|HipFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|GlutealExtensors|PosteriorThighAndKneeFlexors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","alternating-high-knee-pulldown-run.mp4","https://www.youtube.com/watch?v=NK3T8VpsOrg","https://www.youtube.com/watch?v=NK3T8VpsOrg","2.2","3.2","10","crop=ih:ih:210:0","false","false","A shod full-body human runs in place while both arms repeatedly reach overhead and pull down toward alternating high knees; the right-shifted crop removes the source label while preserving every hand, knee, foot, and complete bilateral rep."
"457","Horizontal Gaze Shift Between Thumbs","Switch Lunge Uppercuts","Bodyweight cardio boxing","SwitchLungeUppercut","ElbowFlexors","MedialAndDeepKneeExtensors|LateralKneeExtensors|GlutealExtensors|PosteriorThighAndKneeFlexors|HipFlexors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|AbdominalWall|BreathingMuscles","Continuous","Repetition","Motion","0","","switch-lunge-uppercuts.mp4","https://www.youtube.com/watch?v=blEpFr41iOw","https://www.youtube.com/watch?v=blEpFr41iOw","3","2.7","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full shod human alternates airborne split-stance switches with a complete uppercut on every landing; both sides remain visible in the compact, phase-matched normal-speed loop."
"458","Nasagra Drishti","Single-Leg Rotational Hops","Plyometric balance conditioning","SingleLegRotationalHop","DeepHipRotators","HipAbductors|GlutealExtensors|PosteriorThighAndKneeFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus","ScreenRightThenLeft","Repetition","Motion","0","","single-leg-rotational-hops.mp4","https://www.youtube.com/watch?v=-vpMgCzcb6Q","https://www.youtube.com/watch?v=-vpMgCzcb6Q","0.5","5.5","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full shod human repeatedly hops and rotates back and forth on the screen-right support leg at normal speed; the complete compact loop stays unobscured and the timed mirrored phase supplies the other leg."
"459","Bhrumadhya Drishti","Goal Post Jacks","Bodyweight cardio conditioning","GoalPostJack","RotatorCuff","ShoulderAbductors|ScapularGirdle|Chest|HipAbductors|MajorHipAdductors|AccessoryHipAdductors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","goal-post-jacks.mp4","https://www.youtube.com/watch?v=nEOWvVCRL9I","https://www.youtube.com/watch?v=nEOWvVCRL9I","4.1","2.9","10","crop=ih:ih:(iw-ih)/2:0","false","false","A lone shod full-body human repeatedly jumps the feet apart while opening both bent arms into a clear 90-degree goal-post position, then jumps closed as the forearms meet; the phase-matched loop keeps all limbs visible."
"460","Slow Blink Cycle","Jogging in Place with Forward Arm Circles","Bodyweight cardio conditioning","JogInPlaceForwardArmCircle","ShoulderAbductors","RotatorCuff|ShoulderAdductorsAndExtensors|ScapularGirdle|HipFlexors|PosteriorThighAndKneeFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|BreathingMuscles","Continuous","Repetition","Motion","0","","jogging-in-place-forward-arm-circles.mp4","https://www.youtube.com/watch?v=9TqU9uYroTw","https://www.youtube.com/watch?v=9TqU9uYroTw","1.3","2.3","10","crop=ih:ih:(iw-ih)/2:0","false","false","A centered shod full-body human jogs continuously in place while both straight arms complete repeated forward circles; the clean loop retains every fingertip, footfall, and circle phase without travel."
"461","Angusthamadhye Drishti","High Knees with Bent-Arm Circles","Bodyweight cardio conditioning","HighKneeBentArmCircle","ShoulderAbductors","RotatorCuff|ShoulderAdductorsAndExtensors|ScapularGirdle|HipFlexors|PosteriorThighAndKneeFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot|Soleus|AnteriorLateralLowerLegAndDorsalFoot|AbdominalWall|BreathingMuscles","Continuous","Repetition","Motion","0","","high-knees-bent-arm-circles.mp4","https://www.youtube.com/watch?v=218cZTcaL88","https://www.youtube.com/watch?v=218cZTcaL88","4.3","1.9","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full shod human keeps alternating high knees airborne while both bent arms trace continuous large circles around the head; the unobscured compact loop shows the complete repeated pattern at normal speed."
"462","Slow Vertical Gaze Sweep","Two-Foot Fake Jump Rope","Rope-free cardio conditioning","FakeJumpRope","CalfDeepPosteriorLegAndPlantarFoot","Soleus|ForearmExtensorsAndSupinators|ForearmFlexorsAndPronators|BreathingMuscles","Continuous","Repetition","Motion","0","","two-foot-fake-jump-rope.mp4","https://www.youtube.com/watch?v=523zwCCSUx4","https://www.youtube.com/watch?v=523zwCCSUx4","0.7","2.8","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full shod human performs continuous two-foot faux-rope hops while both wrists visibly circle. The title-free, phase-matched loop is compact, unobscured, and uses no rope or handles."
"463","Vertical Gaze Ladder","Fake Jump Rope with High Knees","Rope-free cardio conditioning","FakeJumpRopeHighKnees","HipFlexors","CalfDeepPosteriorLegAndPlantarFoot|Soleus|ForearmExtensorsAndSupinators|ForearmFlexorsAndPronators|BreathingMuscles","Continuous","Repetition","Motion","0","","fake-jump-rope-high-knees.mp4","https://www.youtube.com/watch?v=4fQsO44XEBc","https://www.youtube.com/watch?v=4fQsO44XEBc","4.2","2.1","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full shod human alternates airborne high knees while both wrists continuously circle an imaginary rope. Both legs appear naturally inside the clean, title-free loop."
"464","Eye Squeeze and Release","Fake Jump Rope with Heel Taps","Rope-free cardio conditioning","FakeJumpRopeHeelTaps","CalfDeepPosteriorLegAndPlantarFoot","Soleus|AnteriorLateralLowerLegAndDorsalFoot|ForearmExtensorsAndSupinators|ForearmFlexorsAndPronators|BreathingMuscles","Continuous","Repetition","Motion","0","","fake-jump-rope-heel-taps.mp4","https://www.youtube.com/watch?v=l6QRae8s5FM","https://www.youtube.com/watch?v=l6QRae8s5FM","1.8","1.8","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full shod human visibly hops between alternating forward heel taps while both wrists circle an imaginary rope. The short phase-matched loop retains every hand and foot without travel or equipment."
"465","Vertical Near-Far Gaze Shift","Single-Leg Imaginary Jump Rope","Rope-free cardio conditioning","SingleLegImaginaryJumpRope","CalfDeepPosteriorLegAndPlantarFoot","Soleus|ForearmExtensorsAndSupinators|ForearmFlexorsAndPronators|BreathingMuscles","ScreenLeftThenRight","Repetition","Motion","0","","single-leg-imaginary-jump-rope.mp4","https://www.youtube.com/watch?v=oEdpSwg0kuk","https://www.youtube.com/watch?v=oEdpSwg0kuk","34.4","2.9","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full shod human repeatedly hops on the screen-left foot while both wrists visibly circle an imaginary rope. The phase-matched source remains stationary, and Nomadic Method mirrors the reviewed movement for the timed second leg."
